name,varlab
DDAbPeErDELP20220810_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220809_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220808_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220807_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220806_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220805_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220804_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220803_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220802_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220801_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220731_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220730_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220729_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220728_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220727_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220726_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220725_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220724_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220723_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220722_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220721_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220720_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220719_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220718_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220717_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220716_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220715_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220714_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220713_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220712_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220711_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220710_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220709_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220708_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220707_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220706_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220705_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220704_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220703_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220702_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220701_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220630_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220629_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220628_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220627_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220626_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220625_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220624_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220623_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220622_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220621_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220620_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220619_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220618_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220617_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220616_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220615_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220614_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220613_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220612_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220611_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220610_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220609_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220608_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220607_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220606_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220605_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220604_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220603_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220602_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220601_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220531_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220530_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220529_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220528_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220527_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220526_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220525_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220524_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220523_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220522_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220521_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220520_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220519_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220518_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220517_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220516_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220515_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220514_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220513_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220512_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220511_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220510_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220509_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220508_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220507_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220506_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220505_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220504_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220503_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220502_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220501_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220430_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220429_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220428_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220427_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220426_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220425_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220424_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220423_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220422_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220421_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220420_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220419_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220418_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220417_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220416_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220415_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220414_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220413_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220412_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220411_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220410_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220409_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220408_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220407_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220406_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220405_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220404_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220403_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220402_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220401_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220331_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220330_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220329_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220328_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220327_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220326_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220325_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220324_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220323_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220322_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220321_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220320_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220319_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220318_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220317_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220316_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220315_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220314_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220313_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220312_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220311_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220310_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220309_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220308_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220307_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220306_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220305_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220304_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220303_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220302_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220301_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220228_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220227_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220226_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220225_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220224_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220223_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220222_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220221_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220220_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220219_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220218_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220217_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220216_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220215_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220214_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220213_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220212_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220211_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220210_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220209_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220208_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220207_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220206_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220205_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220204_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220203_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220202_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220201_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220131_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220130_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220129_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220128_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220127_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220126_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220125_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220124_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220123_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220122_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220121_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220120_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220119_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220118_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220117_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220116_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220115_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220114_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220113_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20220106_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20211230_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20211223_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20211216_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20211209_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20211202_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20211125_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20211118_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20211111_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20211104_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20211028_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20211021_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20211014_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20211007_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210930_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210923_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210916_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210909_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210902_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210826_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210819_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210812_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210805_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210729_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210722_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210715_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210708_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210701_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210624_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210617_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210610_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210603_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210520_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210506_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210422_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210408_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210325_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210311_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210225_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210211_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210128_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20210114_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20201231_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20201217_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20201203_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20201119_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20201105_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20201022_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20201008_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200926_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200912_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200829_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200815_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200801_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200723_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200718_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200704_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200628_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200621_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200614_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200607_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200531_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200524_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200517_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200509_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200501_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200424_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDAbPeErDELP20200417_Med1,DayDeaDELP median absolute % error by calendar months and updates
DDPerErrDELP20220915_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220914_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220913_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220912_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220911_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220910_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220909_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220908_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220907_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220906_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220905_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220904_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220903_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220902_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220901_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220831_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220830_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220829_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220828_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220827_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220826_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220825_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220824_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220823_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220822_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220821_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220820_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220819_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220818_Med1,DayDeaDELP median % error by calendar months and updates
DDPerErrDELP20220817_Med1,DayDeaDELP median % error by calendar months and updates
